CodigoInterno,NombreInvima,DescripcionComercial,PrincipioActivo,CodigoInvima,Cum
2842,TOXTREX 4 MG CÁPSULAS DE LIBERACIÓN EXTENDIDA,1T1018151002102: CAJA POR 30 CÁPSULAS DE LIBERACIÓN PROLONGADA EN TRES BLISTER ALU/ALU POR 10 CÁPSULAS CADA UNO.,TOLTERODINA TARTRATO,INVIMA 2019M-0019115,20130424-3
2843,TOXTREX® 2 MG CÁPSULAS DE LIBERACIÓN EXTENDIDA,1T1018141001103 - CAJA POR TRES BLÍSTER ALU-ALU POR 10 CÁPSULAS DE LIBERACIÓN EXTENDIDA CADA UNO,TOLTERODINA TARTRATO,INVIMA 2019M-0019080,20134186-3
2844,SUMIROL 10 MG TABLETAS,1E1020201000101 PRESENTACIÓN COMERCIAL: CAJA X 30 TABLETAS EN BLÍSTER OPA/AL/PVC/AL,EVEROLIMUS,INVIMA 2019M-0018928,20133287-2
2845,SUMIROL 2.5 MG TABLETAS,1E1020181000101 PRESENTACIÓN COMERCIAL: CAJA X 30 TABLETAS EN BLÍSTER OPA/AL/PVC/AL,EVEROLIMUS,INVIMA 2019M-0019325,20142533-2
2846,CORTIMENT MMX 9 MG COMPRIMIDOS RECUBIERTOS DE LIBERACIÓN PROLONGADA .,BUDESONIDA 9.0000 MG TABLETAS DE LIBERACION MODIFICADA ORAL (CORTIMEN) TABLETA 1.0000U / CAJA X 30,BUDESONIDA MICRONIZADA,INVIMA 2023M-0018129-R1,20100581-5
2847,SALBUTAMOL 100MCG/DOSIS,CAJA DE CARTÓN CONSIN DATOUNSIN DATOFRASCOSIN DATODE ALUMINIOSIN DATOXSIN DATO200 DOSIS DE SALBUTAMOL ENSIN DATOSUSPENSIÓN . CONSIN DATOINYECTORSIN DATOYSIN DATO VALVULA PLÁSTICA.,SALBUTAMOLSULFATO,INVIMA 2021M-0010906-R1,20011983-1
2848,XADAGO 50 MG TABLETAS RECUBIERTAS CON PELÍCULA,CAJA DE CARTÓN CON 14 TABLETAS RECUBIERTAS CON PELÍCULA EN BLÍSTER DE ALUMINIO/PVC/PVDC.,SAFINAMIDA METANOSULFONATO EQUIVALENTE A SAFINAMIDA,INVIMA 2018M-0018560,20123301-5
2849,XADAGO 100 MG TABLETASRECUBIERTAS CON PELÍCULA,1S1022881000101SIN DATO CAJA POR 30 TABLETAS RECUBIERTAS CON PELICULA EN BLISTER ALUMINIO/PVC/PVDC,131.76 MG SAFINAMIDA METANSULFONATO. EQUIVALENTE A SAFINAMIDA,INVIMA 2023M-0018623-R1,20136519-2
2850,ONDANSETRON 8MG/4ML,CAJA XSIN DATO20SIN DATOAMPOLLAS DE VIDRIO TIPO I COLOR AMBAR,ONDANSETRON CLORHIDRATO EQUIVALENTE A ONDANSETRON,INVIMA 2014M-0015466,20068642-2
2851,SULFATO DE VINCRISTINA 1 MG POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCIÓN INYECTABLE.,CAJA PLEGADIZA CON 1 FRASCO AMPOLLA EN VIDRIO TIPO I INCOLORO. CON TAPÓN GRIS DE BROMOBUTILO. CON TAPA FLIP OFF BLANCA.,VINCRISTINA SULFATO,INVIMA 2016M-0017419,20097927-1
2852,ONDANSETRON 8MG/4ML,CAJA DE CARTÓN LISO X 25SIN DATOAMPOLLAS DE POLIETILENO DE BAJA DENSIDAD PEBD X 4ML.,ONDANSETRON CLORHIDRATO DIHIDRATO 9.976 MG (EQUIVALENTE A ONDANSETRON),INVIMA 2020M-0015228-R1,20065058-2
2853,DICLOFENACO SODICO 75 MG/ 3 ML,CAJA PLEGADIZA POR 100 AMPOLLAS DE VIDRIO INCOLORO TIPO I. POR 3 ML DE SOLUCIÓN.,DICLOFENACO SODICO,INVIMA 2022M-0002244-R2,19934768-18
2854,AMPICILINA Y SULBACTAM 1.5 G.,CAJA PLEGADIZA POR 10 FRASCOS VIAL DE VIDRIO TIPO I.,AMPICILINA SODICA EQUIVALENTE A AMPICILINA BASE,INVIMA 2023M-0001779-R3,19931216-5
2855,AMPICILINA Y SULBACTAM 1.5 G.,CAJA PLEGADIZA POR 10 FRASCOS VIAL DE VIDRIO TIPO I.,SULBACTAM SODICO EQUIVALENTE A SULBACTAM BASE,INVIMA 2023M-0001779-R3,19931216-5
2856,OVALE® CHAMPU,CAJA PLEGADIZA CON UN FRASCO PLÁSTICO DE POLIETILENO DE ALTA DENSIDAD POR 250 ML.,KETOCONAZOL,INVIMA 2023M-0000469-R3,19919875-7
2857,BRIVIACT ® 50 MG COMPRIMIDOS RECUBIERTOS.,1B1029421000100 CAJA DE CARTÓN CON BLISTER EN PVC/PCTFE/AL EN FOIL DE AL POR 28 TABLETAS RECUBIERTAS (COMPRIMIDO RECUBUERTO,BRIVARACETAM,INVIMA 2019M-0019388,20149183-1
2858,BRIVIACT ® 100MG COMPRIMIDOS RECUBIERTOS,1B1030161000100 CAJA DE CARTÓN CON BLISTER EN PVC/PCTFE/AL EN FOIL DE AL POR 28 TABLETAS RECUBIERTAS (COMPRIMIDOS RECUBIERTOS),BRIVARACETAM,INVIMA 2019M-0019234,20149185-1
2859,DEXTROSA AL 5%,BOLSASIN DATOPLÁSTICA DE PVC ( PLÁSTICOSIN DATOGRADOSIN DATOMÉDICO) DESIN DATODOS SALIDAS.SIN DATOEMPAQUE DESIN DATOPOLIETILENO DESIN DATOALTA DENSIDAD XSIN DATO500 ML,DEXTROSA ANHIDRA EQUIVALENTE ADEXTROSA BASE,INVIMA 2020M-000887-R4,29522-4
2860,DIOSMINA500MG,CAJA PLEGADIZA POR 150 TABLETAS CUBIERTAS EN BLISTER PVC/ALUMINIO POR 10 TABLETAS CUBIERTASSIN DATOCADA UNO,DIOSMINA MICRONIZADA Y PURIFICADA,INVIMA 2021M-0005800-R1,19962154-9
2861,DIOSMINA500MG,CAJA PLEGADIZA POR 150 TABLETAS CUBIERTAS EN BLISTER PVC/ALUMINIO POR 10 TABLETAS CUBIERTASSIN DATOCADA UNO,FLAVONOIDES EXPRESADOS COMO HESPERIDINA MICRONIZADA Y PURIFICADA,INVIMA 2021M-0005800-R1,19962154-9
2862,BRONCOCHEM® F JARABE ADULTOS,CAJA X FRASCO AMBAR DE POLIETILENTEREFTALATO PET X 120 ML CON TAPA METALICA Nº 28 LINNER ESPUMADO (PILFER) + CUCHARA DOSIFICADORA.,DEXTROMETORFANO BROMHIDRATO,INVIMA 2021M-012660-R2,204457-5
2863,BRONCOCHEM® F JARABE ADULTOS,CAJA X FRASCO AMBAR DE POLIETILENTEREFTALATO PET X 120 ML CON TAPA METALICA Nº 28 LINNER ESPUMADO (PILFER) + CUCHARA DOSIFICADORA.,CLENBUTEROL CLORHIDRATO,INVIMA 2021M-012660-R2,204457-5
2864,BRONCOCHEM® F JARABE ADULTOS,CAJA X FRASCO AMBAR DE POLIETILENTEREFTALATO PET X 120 ML CON TAPA METALICA Nº 28 LINNER ESPUMADO (PILFER) + CUCHARA DOSIFICADORA.,CETIRIZINA DICLORHIDRATO,INVIMA 2021M-012660-R2,204457-5
2865,CEFRADINA 1 G,CAJASIN DATOPLEGADIZA CONSIN DATO10SIN DATOFRASCOS VIALES TIPO TIPOSIN DATOI. TAPÓN DESIN DATOCAUCHO SILICONADO GRIS .AGRAFE CONSIN DATOTAPA PLÁSTICA ( TIPOSIN DATOFLIP - OF)SIN DATOSIN DATOX 1 GSIN DATODE POLVO ESTÉRIL PARASIN DATORECONSTITUIR A SOLUCIÓNSIN DATOINYECTABLE,CEFRADINAYL-ARGININA EQUIVALENTES A CEFRADINA BASEESTÉRIL,INVIMA 2023M-0007218-R2,19977336-1
2866,ALEVIAN DUO ® CAPSULAS,CAJASIN DATOXSIN DATO64SIN DATOCÁPSULAS EN BLISTER DESIN DATOBURBUJASIN DATOALU/ ALU,BROMURO DE PINAVERIO,INVIMA 2017M-0012353-R1,20028750-4
3843,EUTIROX ® 175 MCG,CAJA DE CARTULINA CON 50 TABLETAS EN BLISTER ALU/ALU,LEVOTIROXINA SODICA,INVIMA 2023M-0012579-R2,20030796-2
3844,EUTIROX® 88 MCG,CAJA POR 50 TABLETAS EN BLISTER ALU/ALU.,LEVOTIROXINA SODICA,INVIMA 2023M-0007830-R2,19987947-8
3845,EUTIROX® 112 MCG.,CAJA POR 50 TABLETAS EN BLISTER ALU/ALU,LEVOTIROXINA SODICA,INVIMA 2023M-0007831-R2,19987944-1
3846,FLORATIL® 250 MG CAPSULAS,CAJA PLEGADIZA POR 10 CAPSULAS EN BLISTER TERMOFORMADO COMPUESTO DE FOIL DE ALUMINIO Y ALUMINIO/PVC,SACCHAROMYCES BOULARDII,INVIMA 2019M-0013510-R1,20019908-4
3847,FLORATIL® 250 MG MINI SACHETS,CAJA PLEGADIZA POR 10 SOBRES DE PAPEL/ALUMINIO/POLIETILENO.,SACCHAROMYCES BOULARDII,INVIMA 2019M-0013511-R1,20042667-4
3848,FLORATIL® 250 MG MINI SACHETS,CAJA PLEGADIZA POR 20 SOBRES DE PAPEL/ALUMINIO/POLIETILENO.,SACCHAROMYCES BOULARDII,INVIMA 2019M-0013511-R1,20042667-8
3849,NUGASVID,FRASCO PEAD BLANCO POR 360 ML CON TAPA EN PP BLANCA,SIMETICONA AL 30 %,INVIMA 2019M-0009292-R1,19997110-1
3850,NUGASVID,FRASCO PEAD BLANCO POR 360 ML CON TAPA EN PP BLANCA,ALGINATO DE SODIO,INVIMA 2019M-0009292-R1,19997110-1
3851,GLUCOPHAGE® 500MG,CAJA POR 30 TABLETAS EN BLISTER PVC/ALUMINIO,METFORMINA CLORHIDRATO,INVIMA 2021M- 000679-R3,59501-3
3852,G-MET G-TAB 500 MG,CAJA CON CUATRO BLISTER ALUMINIO / PVC-PVDC TRANSPARENTE POR 10 TABLETAS RECUBIERTAS C/U,METFORMINA CLORHIDRATO,INVIMA 2015M-0015886,20082251-2
3853,G-MET G-TAB® 1000 MG,CAJA X 40 TABLETAS RECUBIERTAS. EN BLÍSTER ALUMINIO/PVC-PVDC TRANSPARENTE POR 10 TABLETAS RECUBIERTAS.,METFORMINA CLORHIDRATO,INVIMA 2015M-0015862,20082257-2
3854,G-MET ®,CAJA PLEGADIZA CON FRASCO DE POLIETILENO DE ALTA DENSIDAD COLOR BLANCO + TAPA DE POLIPROPILENO BLANCA CON LINNER DE ETILENO VINIL ACETATO POR 240 ML . CON JERINGA DE 10 ML EN POLIPROPILENO + TAPON LARGO DE POLIETILENO DE BAJA DENSIDAD.,METFORMINA CLORHIDRATO,INVIMA 2016M-0017366,20078851-3
3855,G-MET G-TABS,CAJA POR 40 TABLETAS CON RECUBRIMIENTO DE GELATINA. EN BLÍSTER PVC-PVDC TRANSPARENTE / FOIL ALUMINIO POR 10 TABLETAS CADA UNO,METFORMINA CLORHIDRATO,INVIMA 2023M-0013538-R2,20048284-21
3856,G-MET G-TABS,CAJA POR 30 TABLETAS CON RECUBRIMIENTO DE GELATINA. EN BLÍSTER PVC-PVDC TRANSPARENTE / FOIL ALUMINIO POR 10 TABLETAS CADA UNO,METFORMINA CLORHIDRATO,INVIMA 2023M-0013538-R2,20048284-20
3857,GLUCOPHAGE 850 MG,CAJA POR 30 TABLETAS EN BLISTER PVC/ALUMINIO AMBAR.,METFORMINA CLORHIDRATO,INVIMA 2021M-000678-R3,59502-4
3858,GLUCOPHAGE ® XR TABLETA DE LIBERACION PROLONGADA,CAJA X 30 TABLETAS EN BLISTER PVC/PVDC/ALUMINIO.,METFORMINA CLORHIDRATO,INVIMA 2021M-0003987-R2,19941292-3
3859,GLUCOPHAGE ® XR750 MG,CAJA POR 30 TABLETAS DE LIBERACION PROLONGADA EN BLISTER PVC/ALU.,METFORMINA CLORHIDRATO,INVIMA 2019M-0007922-R1,19983328-2
3860,GLUCOPHAGE® XR 1000 MG,CAJA POR 30 TABLETAS DE LIBERACION PROLONGADA EN BLISTER PVC/PVDC-ALUMINIO,METFORMINA CLORHIDRATO,INVIMA 2021M-0010684-R1,20004233-2
3861,ERBITUX® 5 MG/ML,CAJA PLEGADIZA QUE CONTIENE 1 VIAL DE VIDRIO INCOLORO TIPO I. TAPÓN DE HALOBUTILO (BROMOBUTILO GRIS/ BUTILO CLORINADO TIPO I) CON CUBIERTA FLUOROTEC Y SELLO DE ALUMINIO CON TAPA FLIP-OFF DE POLIPROPILENO POR 20 ML DE SOLUCIÓN.,CETUXIMAB,INVIMA 2022MBT-0004542-R2,19953428-3
3862,KENACORT ® A 10MG/ML INTRAARTICULAR INTRADERMICO,CAJA DE CARTÓN CON 1 VIAL DE VIDRIO TRANSPARENTE TIPO I POR 5 ML,TRIAMCINOLONA ACETONIDO,INVIMA 2017M-3895-R4,38991-2
3863,NEUROBION® DC 10000,CAJA POR 3 BLISTERSIN DATOCADA UNO CON UNA JERINGA PRELLENADA DE VIDRIO TIPO1 POR 2ML MAS AGUJAS PARA INYECCIÓN CADA UNO,SOLUCIÓN 2: CIANOCOBALAMINA,INVIMA 2023M-0012878-R2,20039245-2
3864,NEUROBION® DC 10000,CAJA POR 3 BLISTERSIN DATOCADA UNO CON UNA JERINGA PRELLENADA DE VIDRIO TIPO1 POR 2ML MAS AGUJAS PARA INYECCIÓN CADA UNO,SOLUCIÓN 1:PIRIDOXINA CLORHIDRATO,INVIMA 2023M-0012878-R2,20039245-2
3865,NEUROBION® DC 10000,CAJA POR 3 BLISTERSIN DATOCADA UNO CON UNA JERINGA PRELLENADA DE VIDRIO TIPO1 POR 2ML MAS AGUJAS PARA INYECCIÓN CADA UNO,SOLUCIÓN 1:TIAMINA CLORHIDRATO,INVIMA 2023M-0012878-R2,20039245-2
3866,ZIAC ® 10 MG,CAJA CON 30 TABLETAS BLISTER ALU/ALU,BISOPROLOL FUMARATO,INVIMA 2017M-005592-R2,202329-13
3867,ZIAC ® 10 MG,CAJA CON 30 TABLETAS BLISTER ALU/ALU,HIDROCLOROTIAZIDA MICRONIZADA,INVIMA 2017M-005592-R2,202329-13
3868,ZIAC® 2.5 MG,CAJA CON 30 TABLETAS BLISTER ALU/ALU,HIDROCLOROTIAZIDA MICRONIZADA,INVIMA 2017M-005789-R2,21458-11
3869,ZIAC® 2.5 MG,CAJA CON 30 TABLETAS BLISTER ALU/ALU,BISOPROLOL FUMARATO,INVIMA 2017M-005789-R2,21458-11
3870,ZIAC ® 5 MG,CAJA POR 30 TABLETAS EN BLÍSTER ALU/ALU,BISOPROLOL FUMARATO,INVIMA 2021M-005534-R3,202328-10
3871,ZIAC ® 5 MG,CAJA POR 30 TABLETAS EN BLÍSTER ALU/ALU,HIDROCLOROTIAZIDA MICRONIZADA,INVIMA 2021M-005534-R3,202328-10
3872,REBLOZYL®,CAJA CON UN VIAL QUE CONTIENE 25 MG DE LUSPATERCEPT,LUSPATERCEPT,INVIMA 2024MBT-0000094,20204201-1
3873,EUTIROX® 50 MCG,CAJA DE CARTULINA CON 50 TABLETAS EN BLISTER ALU/ALU,LEVOTIROXINA SODICA,INVIMA 2019M-0007131-R1,19976365-11
3874,EUTIROX® 50 MCG,CAJA DE CARTULINA CON 50 TABLETAS EN BLISTER ALU/ALU,LEVOTIROXINA SODICA,INVIMA 2019M-0007131-R1,19976365-11
3875,HAVRIX® 720 JUNIOR,CAJA POR UNA JERINGA ESTÉRIL DE VIDRIO ESTÉRIL TIPO I CON LLA (LUER LOCK ADAPTOR). PRELLENADA CON 0.5 ML DE PRODUCTO. UNA AGUJA MAS INSERTO.,ANTIGENO DEL VIRUS DE LA HEPATITIS A (HAV),INVIMA 2020MB-0008528-R1,19989753-3
3876,REBLOZYL®,CAJA CON UN VIAL QUE CONTIENE 75 MG DE LUSPATERCEPT,LUSPATERCEPT,INVIMA 2024MBT-0000094,20204201-3
3877,KAFUM 50 MG/VIAL,1C1024221004100 CAJA POR 1 VIAL DE VIDRIO TRANSPARENTE TIPO I DE 10 ML. CON TAPÓN DE CAUCHO GRIS Y SELLO DE ALUMINIO CON GRABADO O SIN GRABADO FLIP-OFF EN LA TAPA COLOR ROJO,CASPOFUNGINA ACETATO EQUIVALENTE A CASPOFUNGINA,INVIMA 2021M-0017063-R1,20095165-1
2867,ALEVIAN DUO ® CAPSULAS,CAJASIN DATOXSIN DATO64SIN DATOCÁPSULAS EN BLISTER DESIN DATOBURBUJASIN DATOALU/ ALU,SIMETICONA EQUIVALENTE A DIMETICO,INVIMA 2017M-0012353-R1,20028750-4
2868,ALEVIAN DUO ® CAPSULAS,CAJASIN DATOXSIN DATO32SIN DATOCÁPSULAS EN BLISTER DESIN DATOBURBUJASIN DATOALU/ ALU,BROMURO DE PINAVERIO,INVIMA 2017M-0012353-R1,20028750-2
2869,ALEVIAN DUO ® CAPSULAS,CAJASIN DATOXSIN DATO32SIN DATOCÁPSULAS EN BLISTER DESIN DATOBURBUJASIN DATOALU/ ALU,SIMETICONA EQUIVALENTE A DIMETICO,INVIMA 2017M-0012353-R1,20028750-2
2870,DAXAS®,CAJA POR 30 TABLETAS RECUBIERTAS EN BLISTER PVC/PVDC/ALUMINIO.,ROFLUMILAST,INVIMA 2022M-0014427-R1,20050756-1
2871,DISPAX ® CAPSULAS DURAS CON CONTENIDO LIQUIDO,USO INSTITUCIONAL: CAJA POR 32 CÁPSULAS DURAS CON CONTENIDO LÍQUIDO EN BLÍSTER (OPA/AL/PVC COLD FORMING BLÍSTER ALUMINIUM FOIL) / FOIL DE ALUMINIO. 8 BLÍSTER POR 4 CÁPSULAS DURAS CON CONTENIDO LÍQUIDO CADA UNO,BROMURO DE PINAVERIO,INVIMA 2017M-0017827,20097785-17
2872,DISPAX ® CAPSULAS DURAS CON CONTENIDO LIQUIDO,USO INSTITUCIONAL: CAJA POR 32 CÁPSULAS DURAS CON CONTENIDO LÍQUIDO EN BLÍSTER (OPA/AL/PVC COLD FORMING BLÍSTER ALUMINIUM FOIL) / FOIL DE ALUMINIO. 8 BLÍSTER POR 4 CÁPSULAS DURAS CON CONTENIDO LÍQUIDO CADA UNO,SIMETICONA 315 MG EQUIVALENTES A DIMETICONA,INVIMA 2017M-0017827,20097785-17
2873,PRODUO®,IUM:2B1032391003100: BROMURO DE PINAVERIO 100.0000 MG/DIMETICONA 300.0000 MG CAPSULAS DE LIBERACION NO MODIFICADA ORAL (PRODUO) CAPSULA 1.0000U / CAJA X 32. (CAJA POR 32 CÁPSULAS BLANDAS DE GELATINA EN EMPAQUE INDIVIDUAL TIPO BLISTER ALUMINIO/ALUMINIO (ALU/OPA/PVC) POR 8 CÁPSULAS BLANDAS DE GELATINA CADA BLISTER.),SIMETICONA 331.492 MG EQUIVALENTE A DIMETICONA,INVIMA 2022M-0020736,20212624-1
2874,PRODUO®,IUM:2B1032391003100: BROMURO DE PINAVERIO 100.0000 MG/DIMETICONA 300.0000 MG CAPSULAS DE LIBERACION NO MODIFICADA ORAL (PRODUO) CAPSULA 1.0000U / CAJA X 32. (CAJA POR 32 CÁPSULAS BLANDAS DE GELATINA EN EMPAQUE INDIVIDUAL TIPO BLISTER ALUMINIO/ALUMINIO (ALU/OPA/PVC) POR 8 CÁPSULAS BLANDAS DE GELATINA CADA BLISTER.),BROMURO DE PINAVERIO,INVIMA 2022M-0020736,20212624-1
2875,BEVAX 25 MG/ML,BEVACIZUMAB 25.0000 MG OTRAS SOLUCIONES INTRAVENOSA (BEVAX) VIAL 4.0000ML / CAJA X 1,BEVACIZUMAB 25 MG/ML SOLUCION CONCENTRADA PARA INFUSION,INVIMA 2025MBT-0000135,20211398-2
2876,BEVAX 25 MG/ML,BEVACIZUMAB 25.0000 MG OTRAS SOLUCIONES INTRAVENOSA (BEVAX) VIAL 16.0000ML / CAJA X 1,BEVACIZUMAB 25 MG/ML SOLUCION CONCENTRADA PARA INFUSION,INVIMA 2025MBT-0000135,20211398-1
2877,EXABANT®,1I1032551000100 - ICATIBANTO 10 MG OTRAS SOLUCIONES SUBCUTANEA (EXABANT) JERINGA 3 ML / CAJA X 1CAJA CONTENIENDO 1 JERINGA PRELLENADA DE VIDRIO INCOLORO TIPO I CONTENIENDO 3 ML DE SOLUCIÓN. ADICIONALMENTE CONTIENE UNA AGUJA PARA LA ADMINISTRACIÓN DEL PRODUCTO,ICATIBANT ACETATO EQUIVALENTE A ICATIBANT,INVIMA 2022M-0020628,20179155-1
2878,ESPASMOBILGRAGEAS,CAJA POR 25 SOBRES POR 4 GRAGEAS CADA UNO,N-BUTIL BROMURO DE HIOSCINA,INVIMA 2022M-0008960-R1,19997697-1
2879,ESPASMOBILGRAGEAS,CAJA POR 25 SOBRES POR 4 GRAGEAS CADA UNO,DIPIRONA,INVIMA 2022M-0008960-R1,19997697-1
2880,ESPASMOBILGRAGEAS,USO INSTITUCIONAL CAJA POR 3 SOBRES DE 4 GRAGEAS C/U,N-BUTIL BROMURO DE HIOSCINA,INVIMA 2022M-0008960-R1,19997697-14
2881,ESPASMOBILGRAGEAS,USO INSTITUCIONAL CAJA POR 3 SOBRES DE 4 GRAGEAS C/U,DIPIRONA,INVIMA 2022M-0008960-R1,19997697-14
2882,RIOPAN GEL MAGALDRATO/DIMETICONA,PRESENTACION COMERCIAL: CAJA DE 20 SOBRES POR 10 ML,DIMETICONA AL 30% (EQUIVALENTE A 950MG DE DIMETILPOLISILOXANO),INVIMA 2021M-0016241-R1,20087447-3
2883,RIOPAN GEL MAGALDRATO/DIMETICONA,PRESENTACION COMERCIAL: CAJA DE 20 SOBRES POR 10 ML,MAGALDRATO AL 10%,INVIMA 2021M-0016241-R1,20087447-3
2884,RIOPAN GEL MAGALDRATO/DIMETICONA,PRESENTACION COMERCIAL: CAJA CON FRASCO DE 250 ML,MAGALDRATO AL 10%,INVIMA 2021M-0016241-R1,20087447-4
2885,RIOPAN GEL MAGALDRATO/DIMETICONA,PRESENTACION COMERCIAL: CAJA CON FRASCO DE 250 ML,DIMETICONA AL 30% (EQUIVALENTE A 950MG DE DIMETILPOLISILOXANO),INVIMA 2021M-0016241-R1,20087447-4
2886,RIOPAN GEL MAGALDRATO/DIMETICONA,PRESENTACION COMERCIAL: CAJA CON FRASCO DE 250 ML,MAGALDRATO AL 10%,INVIMA 2021M-0016241-R1,20087447-4
2887,RIOPAN GEL MAGALDRATO/DIMETICONA,PRESENTACION COMERCIAL: CAJA CON FRASCO DE 250 ML,DIMETICONA AL 30% (EQUIVALENTE A 950MG DE DIMETILPOLISILOXANO),INVIMA 2021M-0016241-R1,20087447-4
2888,RIOPAN GEL MAGALDRATO/DIMETICONA,PRESENTACION COMERCIAL: CAJA DE 20 SOBRES POR 10 ML,DIMETICONA AL 30% (EQUIVALENTE A 950MG DE DIMETILPOLISILOXANO),INVIMA 2021M-0016241-R1,20087447-3
2889,RIOPAN GEL MAGALDRATO/DIMETICONA,PRESENTACION COMERCIAL: CAJA DE 20 SOBRES POR 10 ML,MAGALDRATO AL 10%,INVIMA 2021M-0016241-R1,20087447-3
2890,PACLITAXEL 100 MG SOLUCIONINYECTABLE,CAJA POR UN VIAL DE VIDRIO TIPO I CON 16.7 ML. CON TAPÓN DE CAUCHO. AGRAFE DE ALUMINIO Y TAPA TIPO FLIP OFF.,PACLITAXEL,INVIMA 2020M-0007010-R1,19976519-3
2891,TAXELA ® SOLUCIÓN INYECTABLE,CAJA PLEGADIZA CON VIAL DE VIDRIO TIPO I TRANSPARENTE CON TAPÓN DE CAUCHO DE BROMOBUTILO Y AGRAFE DE ALUMINIO POR: 16.7 ML DE SOLUCIÓN INYECTABLE,PACLITAXEL,INVIMA 2019M-0019249,20137724-3
2892,SAMEXID® 30 MG,CAJA POR 30 CAPSULAS ENSIN DATOBLISTER PACK ALUMINIO-POLIAMIDA-PVC-ALUMINIO,LISDEXANFETAMINA DIMESILATO,INVIMA 2015M-0016064,20083500-5
2893,SAMEXID® 50MG,CAJA POR 30 CAPSULAS ENSIN DATOBLISTER DE ALU/ALU - ALUMINIO.,LISDEXANFETAMINA DIMESILATO,INVIMA 2015M-0016301,20068384-5
2894,SAMEXID 70 MG,CAJA POR 30 CAPSULAS ENSIN DATOBLÍSTER PACK DE ALUMINIO-POLIAMIDA-PVC/ALUMINIO,LISDEXANFETAMINADIMESILATO,INVIMA 2015M-0016302,20083499-5
2895,HIOSCINA N-BUTIL BROMURO + DIPIRONA,CAJA POR 100 AMPOLLAS DE VIDRIO AMBAR TIPO I POR 5 ML,N-BUTIL BROMURO DE HIOSCINA,INVIMA 2020M-0000903-R2,19926478-5
2896,HIOSCINA N-BUTIL BROMURO + DIPIRONA,CAJA POR 100 AMPOLLAS DE VIDRIO AMBAR TIPO I POR 5 ML,DIPIRONA SÓDICA MONOHIDRATO 2.64G EQUIVALENTE A DIPIRONA SODICA,INVIMA 2020M-0000903-R2,19926478-5
3878,KAFUM® 70 MG/VIAL,CAJA POR 1 VIAL DE VIDRIO INCOLORO TIPO I. CON TAPON DE CAUCHO. AGRAFE DE ALUMINIO COLOR AMARILLO CON TAPA DE PLASTICO,CASPOFUNGINA ACETATO EQUIVALENTE A CASPONFUNGINA,INVIMA 2021M-0017064-R1,20095167-7
3879,COZAAR 100 MG TABLETAS,CAJA POR 30 TABLETAS RECUBIERTASEN BLISTER PVC/PE/PVDC/ALUMINIO.,LOSARTAN POTASICO,INVIMA 2017M-005281-R2,59605-1
3880,COZAAR 50 MG TABLETAS RECUBIERTAS,CAJA DE CARTÓN PLEGADIZO CON 30 TABLETAS EN BLÍSTER PVC/PE/PVDC/ALUMINIO,LOSARTAN POTASICO,INVIMA 2023M-005282-R3,59606-10
3881,EMEND® 80 MG/125 MG,CAJA PLEGADIZA DE CARTON X UNA CAPSULA DE 125 MG Y DOS CAPSULAS DE 80 MG EN BLISTER ALU/ALU MAS INSERTO.,APREPITANT,INVIMA 2020M-0003636-R2,19945183-2
3882,EMEND ® IV 150MG,CAJA POR 1 VIAL DE VIDRIO TIPO I DE 10ML. INCLUYE INSERTO,FOSAPREPITANT DIMEGLUMINA (245.3MG) EQUIVALENTE A FOSAPREPITANT,INVIMA 2017M-0012508-R1,20016452-1
3883,OPPTEST5 MG TABLETAS RECUBIERTAS,CAJA X 2 BLISTER BLANCO ENSIN DATOPVC/ PVDC -ALUMINIO X 14 TABLETAS RECUBIERTAS C/U,FINASTERIDE,INVIMA 2014M-0015178,20062982-1
3884,BINFIN® 5.0 MG TABLETA RECUBIERTA,IUM:1F1007991000100.CAJA DE CARTÓN CON BLISTER DE ALUMINIO Y PVC/PE/PVDC BLANCO OPACO CONTIENE 2 BLISTER POR 15 TABLETAS RECUBIERTAS CADA UNO,FINASTERIDE,INVIMA 2019M-0019174,20135117-2
3885,EUTIROX® 100 MCG TABLETAS,CAJA POR 50 TABLETAS EN BLISTER ALUMINIO/ALUMINIO,LEVOTIROXINA SODICA,INVIMA 2019M-010642-R3,32602-2
3886,EUTIROX® 100 MCG TABLETAS,CAJA POR 50 TABLETAS EN BLISTER ALUMINIO/ALUMINIO,LEVOTIROXINA SODICA,INVIMA 2019M-010642-R3,32602-2
3887,GIABRI® 100 MG TABLETAS,TABLETA. BLISTER PVC TRANSPARENTE - ALUMINIO POR 10 TABLETAS. CAJA PLEGADIZA POR 30 TABLETAS,CIPROFIBRATO,INVIMA 2020M-0010435-R1,20010476-3
3888,HYZAAR® 50 / 12.5 MG,CAJA POR 30 TABLETAS RECUBIERTAS EN BLISTER PVC/PE/PVDC/ALUMINIO.,LOSARTAN POTASICO,INVIMA 2021M-007109-R2,217467-13
3889,HYZAAR® 50 / 12.5 MG,CAJA POR 30 TABLETAS RECUBIERTAS EN BLISTER PVC/PE/PVDC/ALUMINIO.,HIDROCLOROTIAZIDA,INVIMA 2021M-007109-R2,217467-13
3890,HYZAAR® FORTE 100 / 25MG,CAJA POR 30 EN BLISTER PVC/PE/PVDC/ALUMINIO,HIDROCLOROTIAZIDA,INVIMA 2018M-0002125-R2,19908404-9
